,code,docstring,codeBERT Predictions,NeuralCodeSum Predictions,code2seq Predictions,Raw_Methods,Ground_Truth,Comments - CodeBERT(Person1),Comments - NeuralCodeSum (Person1),Comments - Code2Seq (Person1),Comments - CodeBERT(Person2),Comments - NeuralCodeSum (Person2),Comments - Code2Seq (Person2),Comments - CodeBERT(Person3),Comments - NeuralCodeSum (Person3),Comments - Code2Seq (Person3),CodeBERT (Final Categories),NeuralCodeSum (Final Categories),Code2Seq (Final Categories)
114,"public String getPackageName(){ return ""Pdsim Package""; }","returns the name of the package of modules (eg, ""basic mesquite package"", ""rhetenor"")",returns the package name,return the package name,returns the package name,"public String getPackageName(){
    return ""Pdsim Package"";
    }","/** Returns the name of the package of modules (e.g., ""Basic Mesquite Package"", ""Rhetenor"")*/",Consistent but Missing Specific Info,Consistent but Missing Specific Info,Consistent but Missing Specific Info,Consistent with Specific Info ,Consistent with Specific Info ,Consistent with Specific Info ,,,,Consistent but Missing Specific Info,Consistent but Missing Specific Info,Consistent but Missing Specific Info
115,"public JSONObject toJSONObject() throws Exception{ JSONObject json = new JSONObject(); json.put(""id"", id); json.put(""parametro"", parametro); json.put(""valor"", valor); json.put(""tipoValor"", tipoValor); json.put(""medida"", medida); return json; }",this will create a json object and output to client get the data from database and display result to gui convert jsonobject,converts this object to a json object,convert this object to json representation,###CAN'T PARSE AST/SAMPLIGH THRESHOLD###,"public JSONObject toJSONObject() throws Exception{
   
  JSONObject json = new JSONObject();
   json.put(""id"", id);
      json.put(""parametro"", parametro);
      json.put(""valor"", valor);
      json.put(""tipoValor"", tipoValor);
      json.put(""medida"", medida);
      
  return json;
  }","/**
   * This will create a JSON object and output to client. Get the data from
   * database and display result to GUI
   * Convert JSONObject
   * @return
   * @throws Exception
   */",Missing task elaboration,Missing task elaboration,0,Partial Incorrect Information,Partial Incorrect Information,0,,,,Partial Incorrect Information,Partial Incorrect Information,0
116,public Iterator4 iterator(){ return hashtableIterator(); },iterates through all the,returns an iterator over the hashtable,get the location of the parameter,returns an iterator over the elements in this list in the list,"public Iterator4 iterator(){
  return hashtableIterator();
  }","/**
   * Iterates through all the {@link Entry4 entries}.
   * 
   * @return {@link Entry4} iterator
   * @see #values()
   * @see #keys()
   * #see {@link #valuesIterator()}
   */",Consistent but Missing Specific Info,Algorithmically Incorrect,Repetition,Consistent with Specific Info ,Different Meaning,Repetition,,,,Consistent with Specific Info ,Algorithmically Incorrect,Repetition
117,"public String toString() { String x = ""(TREE "" + block + "" stack=""; for (int i = 0; i < stack.size(); i++) { final Expr expr = stack.get(i); x += expr.type().shortName(); } return x + "")""; }",returns a string representation of this tree,description of the method,returns a string representation of this expression,###CAN'T PARSE AST/SAMPLIGH THRESHOLD###,"public String toString() {
  String x = ""(TREE "" + block + "" stack="";
 

  for (int i = 0; i < stack.size(); i++) {
  final Expr expr = stack.get(i);
  x += expr.type().shortName();
  }
 

  return x + "")"";
  }","/**
   * Returns a String representation of this Tree.
   */",Missing Formatting,Consistent but Missing Specific Info,0,Focusing Only on Method Name ,Consistent but Missing Specific Info,0,,,,Focusing Only on Method Name ,Consistent but Missing Specific Info,0
118,"public void setDockingDesktop(DockingDesktop desktop){ this.desktop = desktop; DockableState [] states = desktop.getDockables(); Arrays.sort(states); this.model = new DockablesTableModel(states); table.setModel(model); table.getColumnModel().getColumn(0).setPreferredWidth(25); table.getColumnModel().getColumn(1).setPreferredWidth(200); table.getColumnModel().getColumn(2).setPreferredWidth(70); table.setPreferredScrollableViewportSize(new Dimension(300,300)); table.setCellSelectionEnabled(true); table.setShowVerticalLines(false); table.setRowHeight(20); }",requiered to initialize this dialog <p> invoke this method before packing the dialog,sets the dockeddesktop,sets the states of the },###CAN'T PARSE AST/SAMPLIGH THRESHOLD###,"public void setDockingDesktop(DockingDesktop desktop){
  this.desktop = desktop;
 

  DockableState [] states = desktop.getDockables();
  Arrays.sort(states);
  this.model = new DockablesTableModel(states);
  table.setModel(model);
  table.getColumnModel().getColumn(0).setPreferredWidth(25);
  table.getColumnModel().getColumn(1).setPreferredWidth(200);
  table.getColumnModel().getColumn(2).setPreferredWidth(70);
  table.setPreferredScrollableViewportSize(new Dimension(300,300));
  table.setCellSelectionEnabled(true);
  table.setShowVerticalLines(false);
  table.setRowHeight(20);
  }","/** Requiered to initialize this dialog.
  * <P> Invoke this method before packing the dialog.
  *
  * */",,,,Consistent with Specific Info ,Failed to mention identifiers,0,Missing task elaboration,Semantically Unrelated to Code,0,Missing task elaboration,Failed to mention identifiers,0
119,public double getValue(Long time) { return valueMap.get(time); },returns a value for given point in time,gets the value,returns the value of the } field of this object,returns the value of the specified var,"public double getValue(Long time) {
  return valueMap.get(time);
  }","/**
  * Returns a value for given point in time.
  * @param time Time for which value should be returned.
  * @return Value of the timeseries at given point.
  */",,,,Missing Critical Information,Failed to mention identifiers,Failed to mention identifiers,Missing Critical Information,Semantically Unrelated to Code,Missing Non-Critical Information,Missing Critical Information,Failed to mention identifiers,Missing Non-Critical Information
120,"public void testRandomBooleanList_goodDistribution_posOfFalse() throws Exception { int expected_position = 15; int tolerance = 2; int array_lenght = 31; testDistributionOfRandomBooleanList_MeanPositionOf(false, expected_position, tolerance, array_lenght); }",generate a number of boolean arrays with only one false the position of false should be in the middle of the array length,test random boolean list with bad probability list,a test with a different rgb,test that the method is not valid,"public void testRandomBooleanList_goodDistribution_posOfFalse() throws Exception {
  
  int expected_position = 15;
  int tolerance = 2;
  int array_lenght = 31;
  
  testDistributionOfRandomBooleanList_MeanPositionOf(false, expected_position, tolerance, array_lenght);
  }","/**
  * Generate a number of boolean arrays with only one false. The position
  * of false should be in the middle of the array length.
  */",,,,Different Meaning,Different Meaning,Different Meaning,Missing Non-Critical Information,Semantically Unrelated to Code,Semantically Unrelated to Code,Missing Non-Critical Information,Semantically Unrelated to Code,Semantically Unrelated to Code
121,"public Element toXML(Document doc) { Element layoutElt = doc.createElement(""Layout""); XMLTools.addProperty(doc, layoutElt, ""OverrideCancelPage"", ""Integer"", overrideCancelPage); XMLTools.addProperty(doc, layoutElt, ""OverrideCastPage"", ""Integer"", overrideCastPage); XMLTools.addProperty(doc, layoutElt, ""ResponsePage"", ""Integer"", responsePage); for (Page p : pages) { Element pageElt = p.toXML(doc); layoutElt.appendChild(pageElt); } return layoutElt; }",converts this layout object to xml,convert myself to an xml element,this method writes the } to the output stream,###CAN'T PARSE AST/SAMPLIGH THRESHOLD###,"public Element toXML(Document doc) {
  Element layoutElt = doc.createElement(""Layout"");
  XMLTools.addProperty(doc, layoutElt, ""OverrideCancelPage"", ""Integer"", overrideCancelPage);
  XMLTools.addProperty(doc, layoutElt, ""OverrideCastPage"", ""Integer"", overrideCastPage);
  XMLTools.addProperty(doc, layoutElt, ""ResponsePage"", ""Integer"", responsePage);
  
  for (Page p : pages) {
  Element pageElt = p.toXML(doc);
  layoutElt.appendChild(pageElt);
  }
  return layoutElt;
  }","/**
   * Converts this Layout object to XML
   * @param doc the document
   * @return the element for this Layout
   */",,,,Incorrect Identifier/Attribute,Semantically Unrelated to Code,0,Missing Identifier,Semantically Unrelated to Code,0,Incorrect Identifier/Attribute,Semantically Unrelated to Code,0
122,"public void moveUpCandidateButtonPressed() { if (candidatesTable.getEditingRow() == -1) { int idx = candidatesTable.getSelectedRow(); if (idx > 0) { int newIdx = idx - 1; tableModel.moveRow( idx, newIdx ); candidatesTable.clearSelection(); candidatesTable.addRowSelectionInterval( newIdx, newIdx ); } } }",moves the current candidate up one,move the cursor up in the table,move the selected candidate,move down row up row up up up up up up up up up down,"public void moveUpCandidateButtonPressed() {
  if (candidatesTable.getEditingRow() == -1) {
  int idx = candidatesTable.getSelectedRow();
  if (idx > 0) {
  int newIdx = idx - 1;
  // card.moveCandidate(idx, newIdx);
  tableModel.moveRow( idx, newIdx );
  candidatesTable.clearSelection();
  candidatesTable.addRowSelectionInterval( newIdx, newIdx );
  }
  }
  }","/**
  * Moves the current candidate up one
  */",,,,Consistent but Missing Specific Info,Failed to mention identifiers,Repetition,Missing Identifier,Missing Non-Critical Information,Repetition,Consistent but Missing Specific Info,Failed to mention identifiers,Repetition
123,"public void schedule(CandidateURI caUri) { String canon = canonicalize(caUri); if (caUri.forceFetch()) { alreadyIncluded.addForce(canon, caUri); } else { alreadyIncluded.add(canon, caUri); } }","arrange for the given candidateuri to be visited, if it is not already scheduledcompleted",schedule the given candidateuri,} the uri of the ca,###CAN'T PARSE AST/SAMPLIGH THRESHOLD###,"public void schedule(CandidateURI caUri) {
  // Canonicalization may set forceFetch flag. See
  // #canonicalization(CandidateURI) javadoc for circumstance.
  String canon = canonicalize(caUri);
  if (caUri.forceFetch()) {
  alreadyIncluded.addForce(canon, caUri);
  } else {
  alreadyIncluded.add(canon, caUri);
  }
  }","/**
  * Arrange for the given CandidateURI to be visited, if it is not
  * already scheduled/completed.
  *
  * @see org.archive.crawler.framework.Frontier#schedule(org.archive.crawler.datamodel.CandidateURI)
  */",,,,Consistent but Missing Specific Info,Incomplete Sentence,0,Missing Non-Critical Information,Semantically Unrelated to Code,0,Consistent but Missing Specific Info,Semantically Unrelated to Code,0
124,public void setErrorMessage(String string) { errorMessage = string; },set an error message for this job generally this only occurs if the job is misconfigured,set the error message,sets the error message,sets the error message,"public void setErrorMessage(String string) {
  errorMessage = string;
  writeJobFile(); //Save changes
  }","/**
  * Set an error message for this job. Generally this only occurs if the job
  * is misconfigured.
  * @param string the error message associated with this job
  */",,,,Consistent with Specific Info ,Consistent with Specific Info ,Consistent with Specific Info ,Consistent but Missing Specific Info,Consistent but Missing Specific Info,Consistent but Missing Specific Info,Consistent but Missing Specific Info,Consistent but Missing Specific Info,Consistent but Missing Specific Info
125,"public void cleanUpOldFiles(File basedir, String prefix) { File [] files = FileUtils.getFilesWithPrefix(basedir, prefix); if (files != null) { for (int i = 0; i < files.length; i++) { FileUtils.deleteDir(files[i]); } } }",delete any files left over from previous run,removes all files with the given prefix,cleans up the },clean up files and directories files files files files,"public void cleanUpOldFiles(File basedir, String prefix) {
  File [] files = FileUtils.getFilesWithPrefix(basedir, prefix);
  if (files != null) {
  for (int i = 0; i < files.length; i++) {
  FileUtils.deleteDir(files[i]);
  }
  }
  }","/**
  * Delete any files left over from previous run.
  *
  * @param prefix Base name of files we're to clean up.
  * @param basedir Directory to start cleaning in.
  */",,,,Consistent with Specific Info ,Failed to mention identifiers,Repetition,Missing Non-Critical Information,Semantically Unrelated to Code,Repetition,Missing Non-Critical Information,Failed to mention identifiers,Repetition
126,"private void accessingCharacters(CharSequence rcs) { long timestamp = (new Date()).getTime(); int seeks = 0; for (int i = (INCREMENT * 2); (i + INCREMENT) < rcs.length(); i += INCREMENT) { checkCharacter(rcs, i); seeks++; for (int j = i - INCREMENT; j < i; j++) { checkCharacter(rcs, j); seeks++; } } logger.fine(rcs + "" seeks count "" + seeks + "" in "" + ((new Date().getTime()) - timestamp) + "" milliseconds.""); }",accessing characters test checks that characters in the rcs are in sequence,check that the character sequence is accessing,performs a accessing sequence of accessing the sequence,###CAN'T PARSE AST/SAMPLIGH THRESHOLD###,"private void accessingCharacters(CharSequence rcs) {
  long timestamp = (new Date()).getTime();
  int seeks = 0;
  for (int i = (INCREMENT * 2); (i + INCREMENT) < rcs.length();
  i += INCREMENT) {
  checkCharacter(rcs, i);
  seeks++;
  for (int j = i - INCREMENT; j < i; j++) {
  checkCharacter(rcs, j);
  seeks++;
  }
  }
  // Note that printing out below breaks cruisecontrols drawing
  // of the xml unit test results because it outputs disallowed
  // xml characters.
  logger.fine(rcs + "" seeks count "" + seeks + "" in "" +
  ((new Date().getTime()) - timestamp) + "" milliseconds."");
  }","/**
  * Accessing characters test.
  *
  * Checks that characters in the rcs are in sequence.
  *
  * @param rcs The ReplayCharSequence to try out.
  */",,,,Different Meaning,Grammatical Errors ,0,Partial Incorrect Information,Repetition,0,Partial Incorrect Information,Grammatical Errors ,0
127,public void start(BundleContext context) { m_context = context; WindowTracker tracker = launcher.setWindowTracker(new WindowTracker( m_context)); tracker.open(); },starts service tracking for text editor,starts this bundle,this method is called upon plug-in activation,###CAN'T PARSE AST/SAMPLIGH THRESHOLD###,"public void start(BundleContext context) {
  m_context = context;
 

  WindowTracker tracker = launcher.setWindowTracker(new WindowTracker(
  m_context));
  tracker.open();
  }","/**
   * Starts service tracking for text editor
   * 
   * @param context
   * The context of the bundle.
   **/",,,,Missing Critical Information,Semantically Unrelated to Code,0,Missing Identifier,Semantically Unrelated to Code,0,Missing Identifier,Semantically Unrelated to Code,0
128,public void setHeight(int height) { _containerHeight = height; },this method sets the minimum height of the table in pixels,sets the height of the container,sets the height of the image,sets the height of the image,"public void setHeight(int height) {
  _containerHeight = height;
  }","/**
   * This method sets the minimum height of the table in pixels.
   */",,,,Consistent but Missing Specific Info,Incorrect Identifier/Attribute,Incorrect Identifier/Attribute,Missing Non-Critical Information,Missing Identifier,Missing Identifier,Consistent but Missing Specific Info,Incorrect Identifier/Attribute,Incorrect Identifier/Attribute
129,"public HtmlLink newEmailLink(String name, String text, String address, String font) { HtmlLink l = new HtmlLink(name, ""mailto:"" + address, _page); HtmlText t = new HtmlText(text, font, _page, _theme); l.add(t); return l; }",use this method to create an e-mail (mail to) link,create a new email link,generates html link,create a new link with a new link and var,"public HtmlLink newEmailLink(String name, String text, String address, String font) {
  HtmlLink l = new HtmlLink(name, ""mailto:"" + address, _page);
  HtmlText t = new HtmlText(text, font, _page, _theme);
  l.add(t);
  return l;
  }","/**
  * Use this method to create an e-mail (mail to) link.
  * @param name The name for the component.
  * @param text The Text to display under the link.
  * @param address The address of the person to send the mail to.
  * @param font The Font to use (HtmlText.FONT_...).
  */",,,,Consistent with Specific Info ,Missing Non-Critical Information,Repetition,Consistent but Missing Specific Info,Algorithmically Incorrect,Unnecessary Incorrect Information,Consistent but Missing Specific Info,Algorithmically Incorrect,Repetition
130,public void setFocus() { _focus = true; _focusRow = -1; _select=false; },this method will set the edit focus to this component,set the focus,passing the focus request to the viewer's control,sets the focus to the viewers control,"public void setFocus() {
  _focus = true;
  _focusRow = -1;
  _select=false;
  }","/**
   * This method will set the edit focus to this component.
   */",,,,Consistent but Missing Specific Info,Different Meaning,Different Meaning,Missing Identifier,Partial Incorrect Information,Partial Incorrect Information,Consistent but Missing Specific Info,Different Meaning,Different Meaning
131,public void setHeadingCaption(String text) { _headingCaption = text; },this method sets the text for the heading on the component,sets the heading caption,this method sets the text for the heading on the component,sets the caption of the caption of the caption of the caption,"public void setHeadingCaption(String text) {
  _headingCaption = text;
  }","/**
   * This method sets the text for the heading on the component
   */",,,,Consistent with Specific Info ,Consistent with Specific Info ,Repetition,Consistent but Missing Specific Info,Consistent but Missing Specific Info,Repetition,Consistent but Missing Specific Info,Consistent but Missing Specific Info,Repetition
132,public void setAddImage(HtmlSubmitImage img) { if (_btnAddListForm != null) { _boxList.removeHeadingComponent(_btnAddListForm); } img.addSubmitListener(this); _boxList.addHeadingComponent(_btnAddListForm = img); },replaces default search button (if any) with a submit image,set add image,this method sets the image to be added to the wizard,adds a new var to the list of var s,"public void setAddImage(HtmlSubmitImage img) {
  // Add Button
  if (_btnAddListForm != null) {
  _boxList.removeHeadingComponent(_btnAddListForm);
  }
  img.addSubmitListener(this);
  _boxList.addHeadingComponent(_btnAddListForm = img);
  }","/**
  * Replaces default search button (if any) with a submit image
  * @param The SumbitImage to use for the search button.
  */",,,,Focusing Only on Method Name ,Missing Non-Critical Information,Missing Critical Information,Semantically Unrelated to Code,Partial Incorrect Information,Repetition,Focusing Only on Method Name ,Missing Non-Critical Information,Repetition
133,public void clearAllPagesFromSession() { HttpSession sess = getSession(); clearAllPagesFromSession(sess); },this method removes the pages from the session that will force the application to reinitialize the pages the next time they are visited,removes all pages from the session,clear all pages from the session,###CAN'T PARSE AST/SAMPLIGH THRESHOLD###,"public void clearAllPagesFromSession() {
  HttpSession sess = getSession();
  clearAllPagesFromSession(sess);
  }","/**
   * This method removes the pages from the session. That will force the
   * application to reinitialize the pages the next time they are visited.
   */",Missing task elaboration,Missing task elaboration,0,,,,Consistent but Missing Specific Info,Missing Non-Critical Information,0,Consistent but Missing Specific Info,Missing Non-Critical Information,0
134,public void setBorderColor(String value) { _bordercolor = value; },sets the background color for the table,sets the border color,sets the value of the backgroundcolor property,sets the border color,"public void setBorderColor(String value) {
  _bordercolor = value;
  }","/**
  * Sets the background color for the table.
  */",Consistent but Missing Specific Info,Consistent but Missing Specific Info,Consistent but Missing Specific Info,,,,Missing Identifier,Consistent but Missing Specific Info,Missing Identifier,Consistent but Missing Specific Info,Consistent but Missing Specific Info,Consistent but Missing Specific Info
135,"public boolean setRowStatus(int status) { return setRowStatus(getRow(), status); }",this method sets the status flag of the current row,sets the current row status,setter for property },returns whether the row is var,"public boolean setRowStatus(int status) {
  return setRowStatus(getRow(), status);
  }","/**
   * This method sets the status flag of the current row.
   * @param status (STATUS_NOT_MODIFIED,STATUS_MODIFIED,STATUS_NEW,STATUS_NEW_MODIFIED)
   * @return True if the row is in the buffer and false if not
   */",Consistent but Missing Specific Info,Missing task elaboration,Semantically Unrelated to Code,,,,Consistent but Missing Specific Info,Semantically Unrelated to Code,Semantically Unrelated to Code,Consistent but Missing Specific Info,Semantically Unrelated to Code,Semantically Unrelated to Code
136,"public void setString(int row, String column, String value) throws DataStoreException { setObject(row, column, value, DATATYPE_STRING); }",this method sets a value in the data store's internal buffer,set the value of the string column for the specified row,"set the value of the row, column for the specified row",###CAN'T PARSE AST/SAMPLIGH THRESHOLD###,"public void setString(int row, String column, String value) throws DataStoreException {
  setObject(row, column, value, DATATYPE_STRING);
  }","/**
   * This method sets a value in the data store's internal buffer.
   * @param row The row number for the value to set.
   * @param column The column for the value to set.
   * @param value The data to place in the column.
   */",Consistent but Missing Specific Info,Consistent but Missing Specific Info,0,,,,Missing Non-Critical Information,Missing Non-Critical Information,0,Consistent but Missing Specific Info,Consistent but Missing Specific Info,0
137,"public void setWidth(int width){ if(width < 6) { } setPreferredSize(new Dimension(width,height)); this.width = width; repaint(); }",sets the width in pixels of the bars,sets the width,sets the width of the },sets the var of the component,"public void setWidth(int width){
  if(width < 6) {
  width = 6; // Prevent short notes from being invisible...
  }
  setPreferredSize(new Dimension(width,height));
  this.width = width;
  repaint();
  }","/**
   * Sets the width in pixels of the bars
   * @param width
   */",Missing task elaboration,Missing task elaboration,Missing Attribute Specification,,,,Missing Non-Critical Information,Missing Non-Critical Information,Semantically Unrelated to Code,Missing Non-Critical Information,Missing Attribute Specification,Missing Attribute Specification
138,public boolean multiValidNomerator(String snemo){ int nemo = -1; try{ nemo = Integer.parseInt(snemo); } catch ( NumberFormatException e) { return false; } if( nemo != -1 && snemo.length() == 2 && 1 <= nemo && nemo <= 64 ){ numerator = nemo; return true; } return false; },checks if the input is a valid nomerator input is a string,description of the method,validate the multi multi multi multi },###CAN'T PARSE AST/SAMPLIGH THRESHOLD###,"public boolean multiValidNomerator(String snemo){
 

  int nemo = -1;
  
  try{
  nemo = Integer.parseInt(snemo);
  
  } catch ( NumberFormatException e) {
  
  return false;
  }
  
  //Check if the string i 2 characters long and the value is between 1 and 64
  if( nemo != -1 && snemo.length() == 2 && 1 <= nemo && nemo <= 64 ){
  
  numerator = nemo;
  
  return true;
 

  }
  
  return false;
  
  }","/**
   * Checks if the input is a valid Nomerator
   * Input is a string
   */",Semantically Unrelated to Code,Extreme Repetition ,0,Focusing Only on Method Name ,Extreme Repetition ,0,,,,Focusing Only on Method Name ,Extreme Repetition ,0
139,"public Cell findCell(int row, int column) { for (CellEntry entry : this.entries) { Cell cell = entry.getCell(); if ((cell.getRow() == row) && (cell.getCol() == column)) { return cell; } else if (cell.getRow() > row) { return null; } } return null; }","returns the cell at (row, column), or null if not found",finds a cell in given row and column,returns the cell at the specified row and column,###CAN'T PARSE AST/SAMPLIGH THRESHOLD###,"public Cell findCell(int row, int column) {
  for (CellEntry entry : this.entries) {
  Cell cell = entry.getCell();
  if ((cell.getRow() == row) && (cell.getCol() == column)) {
  return cell;
  } 
  else if (cell.getRow() > row) {
  return null;
  }
  }
  return null;
  }","/**
  * Returns the cell at (row, column), or null if not found. 
  * @param row The row.
  * @param column The column.
  * @return The cell at (row, column), or null.
  */",Consistent but Missing Specific Info,Consistent but Missing Specific Info,0,Missing Critical Information,Missing Non-Critical Information,,,,,Consistent but Missing Specific Info,Consistent but Missing Specific Info,0
140,"public void exportToEPS(File file) throws IOException { EpsGraphics dummy = new EpsGraphics(""Title"", new ByteArrayOutputStream(), 0, 0, 1, 1, ColorMode.BLACK_AND_WHITE); NLPInstance filtered = filterInstance(); Dimension dim = renderer.render(filtered, dummy); EpsGraphics g = new EpsGraphics(""Title"", new FileOutputStream(file), 0, 0, (int) dim.getWidth() + 2, (int) dim.getHeight(), ColorMode.COLOR_RGB); renderer.render(filtered, g); g.flush(); g.close(); }",exports the current graph to eps,export to ps file,export the filter to a file,###CAN'T PARSE AST/SAMPLIGH THRESHOLD###,"public void exportToEPS(File file) throws IOException {
 

  EpsGraphics dummy = new EpsGraphics(""Title"", new ByteArrayOutputStream(),
  0, 0, 1, 1, ColorMode.BLACK_AND_WHITE);
 

  NLPInstance filtered = filterInstance();
 

  Dimension dim = renderer.render(filtered, dummy);
 

  EpsGraphics g = new EpsGraphics(""Title"", new FileOutputStream(file), 0, 0,
  (int) dim.getWidth() + 2, (int) dim.getHeight(), ColorMode.COLOR_RGB);
 

  renderer.render(filtered, g);
 

  g.flush();
  g.close();
  }","/**
  * Exports the current graph to EPS.
  *
  * @param file the eps file to export to.
  * @throws IOException if IO goes wrong.
  */",Partial Incorrect Information,Missing Attribute Specification,0,Missing Data Structures,Different Meaning,0,,,,Missing Data Structures,Missing Attribute Specification,0
141,public void testForConnection() throws Exception { serverControl.ping(); },try to test for a connection throws exception if unable to get a connection,test for a connection,tests the connection to the server,test for the getter of the property,"public void testForConnection() throws Exception {
  serverControl.ping();
  }","/**
  * Try to test for a connection Throws exception if unable to get a
  * connection
  */",Missing task elaboration,Missing task elaboration,Missing Attribute Specification,Consistent but Missing Specific Info,Consistent but Missing Specific Info,Missing Attribute Specification,,,,Consistent but Missing Specific Info,Consistent but Missing Specific Info,Missing Attribute Specification
142,"private void saveCashProperties() throws IOException { int size = cStore.getStoreSize(); cashLoader.setNumOfItems(size); for (int i = 0; i < size; i++) { cashLoader.setItem(i, cStore.getStoreItem(i)); } cashLoader.saveProperty(); }",this operation saves the attributes of the cash store to the input file,description of the method,saves the cash properties to the default store,###CAN'T PARSE AST/SAMPLIGH THRESHOLD###,"private void saveCashProperties() throws IOException {
  int size = cStore.getStoreSize();
  cashLoader.setNumOfItems(size);
  for (int i = 0; i < size; i++) {
  cashLoader.setItem(i, cStore.getStoreItem(i));
  }
  cashLoader.saveProperty();
  }","/**
  * This operation saves the attributes of the Cash Store to the 
  * input file. 
  * @throws java.io.IOException
  */",Semantically Unrelated to Code,Partial Incorrect Information,0,Focusing Only on Method Name ,Missing Non-Critical Information,0,,,,Focusing Only on Method Name ,Partial Incorrect Information,0
143,"public void testGetFacilityString() { String expected = ""kern user mail daemon auth syslog lpr news "" + ""uucp cron authpriv ftp local0 local1 local2 local3 "" + ""local4 local5 local6 local7 ""; StringBuffer actual = new StringBuffer(); for (int i = 0; i <= 11; i++) { actual.append(SyslogAppender.getFacilityString(i << 3)); actual.append(' '); } for (int i = 16; i <= 23; i++) { actual.append(SyslogAppender.getFacilityString(i << 3)); actual.append(' '); } assertEquals(expected, actual.toString()); }",test getfacilitystring for expected facility codes,tests getting the facility string,tests the } method,###CAN'T PARSE AST/SAMPLIGH THRESHOLD###,"public void testGetFacilityString() {
  String expected =
  ""kern user mail daemon auth syslog lpr news ""
  + ""uucp cron authpriv ftp local0 local1 local2 local3 ""
  + ""local4 local5 local6 local7 "";
  StringBuffer actual = new StringBuffer();
 

  for (int i = 0; i <= 11; i++) {
  actual.append(SyslogAppender.getFacilityString(i << 3));
  actual.append(' ');
  }
 

  for (int i = 16; i <= 23; i++) {
  actual.append(SyslogAppender.getFacilityString(i << 3));
  actual.append(' ');
  }
 

  assertEquals(expected, actual.toString());
  }","/**
  * Test getFacilityString for expected facility codes.
  */",,,,Missing Critical Information,Failed to mention identifiers,0,Missing Identifier,Semantically Unrelated to Code,0,Missing Identifier,Failed to mention identifiers,0
144,"public void testFormatResize() { Logger logger = Logger.getLogger(""org.apache.log4j.xml.PatternLayoutTest""); NDC.clear(); char[] msg = new char[2000]; for (int i = 0; i < msg.length; i++) { msg[i] = 'A'; } LoggingEvent event1 = new LoggingEvent( ""org.apache.log4j.Logger"", logger, Level.DEBUG, new String(msg), null); PatternLayout layout = (PatternLayout) createLayout(); String result = layout.format(event1); LoggingEvent event2 = new LoggingEvent( ""org.apache.log4j.Logger"", logger, Level.WARN, ""Hello, World"", null); result = layout.format(event2); assertEquals(""["", result.substring(0, 1)); }",tests buffer downsizing code path,tests the resize method,this test checks the } method,###CAN'T PARSE AST/SAMPLIGH THRESHOLD###,"public void testFormatResize() {
  Logger logger = Logger.getLogger(""org.apache.log4j.xml.PatternLayoutTest"");
  NDC.clear();
 

  char[] msg = new char[2000];
 

  for (int i = 0; i < msg.length; i++) {
  msg[i] = 'A';
  }
 

  LoggingEvent event1 =
  new LoggingEvent(
  ""org.apache.log4j.Logger"", logger, Level.DEBUG, new String(msg), null);
  PatternLayout layout = (PatternLayout) createLayout();
  String result = layout.format(event1);
  LoggingEvent event2 =
  new LoggingEvent(
  ""org.apache.log4j.Logger"", logger, Level.WARN, ""Hello, World"", null);
  result = layout.format(event2);
  assertEquals(""["", result.substring(0, 1));
  }","/**
  * Tests buffer downsizing code path.
  */",,,,Consistent but Missing Specific Info,Failed to mention identifiers,0,Missing Identifier,Semantically Unrelated to Code,0,Consistent but Missing Specific Info,Failed to mention identifiers,0
145,"private OAuthUser retrieveUserProfile() { PersistenceManager pm = pmf.getPersistenceManager(); OAuthUser userProfile = null; try { userProfile = pm.getObjectById(OAuthUser.class, userRecordKey); } catch (JDOObjectNotFoundException e) { LOG.info(""Datastore object not yet initialized with key: "" + userRecordKey); } finally { pm.close(); } return userProfile; }",retrieves user's oauth information from datastore,retrieve the user profile,retrieves the user profile from the session,###CAN'T PARSE AST/SAMPLIGH THRESHOLD###,"private OAuthUser retrieveUserProfile() {
  PersistenceManager pm = pmf.getPersistenceManager();
  OAuthUser userProfile = null;
  try {
  userProfile = pm.getObjectById(OAuthUser.class, userRecordKey);
  } catch (JDOObjectNotFoundException e) {
  LOG.info(""Datastore object not yet initialized with key: "" + userRecordKey);
  } finally {
  pm.close();
  }
  return userProfile;
  }","/**
  * Retrieves user's oauth information from Datastore.
  * 
  * @return the user profile (or null if not found).
  */",,,,Missing Critical Information,Incorrect Identifier/Attribute,0,Missing Critical Information,Missing Critical Information,0,Missing Critical Information,Missing Critical Information,0
